"District","Date","County","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Humble ISD (101913)","2020-10-18","Harris,Montgomery",45405,28547,1,1,36,10,0,29,19,15,16,112,56,0,156,43
"Katy ISD (101914)","2020-10-18","Fort Bend,Harris,Waller",83655,44457,3,3,30,10,0,0,46,14,16,108,67,0,0,205
"Klein ISD (101915)","2020-10-18","Harris,Montgomery",45604,25117,2,3,33,6,0,0,44,14,13,91,32,0,0,150
"La Porte ISD (101916)","2020-10-18","Chambers,Harris",6962,4026,0,0,1,1,0,0,2,1,1,3,7,0,5,7
"Pasadena ISD (101917)","2020-10-18","Brazoria,Harris",50397,18653,3,0,4,14,0,0,21,11,2,28,74,0,17,98
"Spring ISD (101919)","2020-10-18","Harris,Montgomery",33264,18021,2,1,1,3,0,7,0,11,5,3,26,0,42,3
"Spring Branch ISD (101920)","2020-10-18","Harris",33300,17830,5,3,11,1,0,9,11,21,12,53,21,2,53,52
"Tomball ISD (101921)","2020-10-18","Harris,Montgomery",18596,11438,0,0,5,1,0,6,0,6,1,38,4,0,48,1
"Sheldon ISD (101924)","2020-10-18","Harris",10139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huffman ISD (101925)","2020-10-18","Harris,Liberty,Montgomery",3433,2550,0,0,4,0,0,0,4,3,1,8,2,0,4,10
"Karnack ISD (102901)","2020-10-18","Harrison,Marion",144,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall ISD (102902)","2020-10-18","Harrison,Marion,Panola,Rusk",5085,3972,0,0,1,5,0,0,6,3,0,14,15,0,1,31
"Waskom ISD (102903)","2020-10-18","Harrison,Panola",810,739,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,4,0
"Hallsville ISD (102904)","2020-10-18","Gregg,Harrison,Rusk",4818,4270,NA,NA,NA,NA,NA,NA,NA,1,1,20,12,2,3,29
"Harleton ISD (102905)","2020-10-18","Harrison,Marion,Upshur",711,674,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,3,1
"Elysian Fields ISD (102906)","2020-10-18","Harrison,Panola",863,818,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Channing ISD (103901)","2020-10-18","Dallam,Hartley,Moore,Oldham,Potter",171,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hartley ISD (103902)","2020-10-18","Dallam,Hartley,Moore,Sherman",228,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haskell Cisd (104901)","2020-10-18","Haskell,King,Knox,Stonewall,Throckmorton",548,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rule ISD (104903)","2020-10-18","Haskell,Jones,Stonewall",144,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paint Creek ISD (104907)","2020-10-18","Haskell,Jones,Shackelford,Throckmorton",92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katherine Anne Porter School (105801)","2020-10-18","Hays",105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Preparatory School (105802)","2020-10-18","Hays",155,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ki Charter Academy (105803)","2020-10-18","Hays",341,341,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"San Marcos Cisd (105902)","2020-10-18","Caldwell,Comal,Guadalupe,Hays",7947,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dripping Springs ISD (105904)","2020-10-18","Blanco,Hays,Travis",7246,4354,1,1,3,0,2,1,2,2,4,7,0,2,6,5
"Wimberley ISD (105905)","2020-10-18","Comal,Hays",2556,1773,0,0,1,2,0,0,3,0,2,4,6,0,1,11
"Hays Cisd (105906)","2020-10-18","Caldwell,Hays,Travis",20200,9304,0,0,3,2,0,4,1,0,2,7,7,0,11,5
"Canadian ISD (106901)","2020-10-18","Hemphill,Lipscomb,Roberts",879,808,1,1,2,0,0,2,2,5,4,9,5,0,4,19
"Athens ISD (107901)","2020-10-18","Anderson,Henderson,Van Zandt",3007,1596,0,0,1,1,0,0,2,1,1,5,10,0,3,14
"Brownsboro ISD (107902)","2020-10-18","Cherokee,Henderson,Smith,Van Zandt",2612,2126,NA,NA,NA,NA,NA,NA,NA,1,2,11,11,0,3,22
"Cross Roads ISD (107904)","2020-10-18","Anderson,Freestone,Henderson,Navarro",534,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eustace ISD (107905)","2020-10-18","Henderson,Kaufman,Van Zandt",1521,1262,0,0,4,2,0,0,6,2,6,11,12,0,1,30
"Malakoff ISD (107906)","2020-10-18","Henderson,Navarro",1416,1152,1,0,8,1,3,6,1,1,2,20,3,12,13,1
"Trinidad ISD (107907)","2020-10-18","Henderson,Navarro",160,138,0,0,1,0,0,1,0,0,0,2,0,0,1,1
"Murchison ISD (107908)","2020-10-18","Henderson",168,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapoynor ISD (107910)","2020-10-18","Anderson,Henderson",453,438,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,4,2
"Horizon Montessori Public Schools (108802)","2020-10-18","Hidalgo",1249,100,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,2,1
"Triumph Public High Schools-Rio Grande Valley (108804)","2020-10-18","Hidalgo",491,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idea Public Schools (108807)","2020-10-18","Hidalgo",62479,9133,10,2,2,6,0,0,20,23,4,4,51,0,0,82
"Vanguard Academy (108808)","2020-10-18","Hidalgo",4907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellence In Leadership Academy (108809)","2020-10-18","Hidalgo",295,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donna ISD (108902)","2020-10-18","Hidalgo",13789,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edcouch-Elsa ISD (108903)","2020-10-18","Hidalgo",4552,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburg Cisd (108904)","2020-10-18","Brooks,Hidalgo,Kenedy,Starr,Willacy",32656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hidalgo ISD (108905)","2020-10-18","Hidalgo",3098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcallen ISD (108906)","2020-10-18","Hidalgo",21599,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercedes ISD (108907)","2020-10-18","Cameron,Hidalgo",4639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mission Cisd (108908)","2020-10-18","Hidalgo",15048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pharr-San Juan-Alamo ISD (108909)","2020-10-18","Hidalgo",28212,86,1,1,1,7,0,6,4,1,1,4,42,8,19,21
"Progreso ISD (108910)","2020-10-18","Hidalgo",1480,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharyland ISD (108911)","2020-10-18","Hidalgo",9733,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Joya ISD (108912)","2020-10-18","Hidalgo,Starr",26274,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Weslaco ISD (108913)","2020-10-18","Hidalgo",16613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Villa ISD (108914)","2020-10-18","Cameron,Hidalgo,Willacy",593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monte Alto ISD (108915)","2020-10-18","Hidalgo,Willacy",882,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valley View ISD (108916)","2020-10-18","Hidalgo",4046,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abbott ISD (109901)","2020-10-18","Hill,McLennan",288,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bynum ISD (109902)","2020-10-18","Ellis,Hill,Navarro",190,172,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,1,1
"Covington ISD (109903)","2020-10-18","Hill,Johnson",265,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hillsboro ISD (109904)","2020-10-18","Hill",1884,1474,0,0,3,0,0,3,0,6,3,6,7,1,18,3
"Hubbard ISD (109905)","2020-10-18","Hill,Limestone,Navarro",413,389,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Itasca ISD (109907)","2020-10-18","Ellis,Hill,Johnson",628,497,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,0,1,5
"Malone ISD (109908)","2020-10-18","Hill,Navarro",145,119,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,4,0
"Mount Calm ISD (109910)","2020-10-18","Hill,Limestone,McLennan",197,139,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Whitney ISD (109911)","2020-10-18","Bosque,Hill",1449,1182,0,0,2,5,0,3,4,1,2,10,7,0,13,7
"Aquilla ISD (109912)","2020-10-18","Bosque,Hill,McLennan",326,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blum ISD (109913)","2020-10-18","Bosque,Hill,Johnson",358,352,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,3,0,1
"Penelope ISD (109914)","2020-10-18","Hill,McLennan",217,196,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Anton ISD (110901)","2020-10-18","Hale,Hockley,Lamb,Lubbock",188,155,0,0,0,1,0,1,0,0,0,2,1,1,2,0
"Levelland ISD (110902)","2020-10-18","Cochran,Hockley,Lamb,Terry",2817,2475,1,1,0,2,0,0,4,2,3,9,5,0,0,19
"Ropes ISD (110905)","2020-10-18","Hockley,Lubbock,Lynn,Terry",477,472,0,1,0,5,0,0,6,0,2,7,11,0,3,17
"Smyer ISD (110906)","2020-10-18","Hockley,Lubbock",422,392,0,0,1,2,0,0,3,1,1,2,4,0,5,3
"Sundown ISD (110907)","2020-10-18","Cochran,Hockley,Terry,Yoakum",582,568,0,1,3,0,0,4,0,2,6,4,1,0,13,0
"Whitharral ISD (110908)","2020-10-18","Hockley,Lamb",175,174,0,0,1,1,0,0,2,1,0,1,1,0,0,3
"Lake Granbury Academy Charter School (111801)","2020-10-18","Hood",74,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granbury ISD (111901)","2020-10-18","Hood,Johnson,Parker,Somervell,Tarrant",7486,6305,1,0,8,3,0,9,3,4,5,35,14,0,22,36
"Lipan ISD (111902)","2020-10-18","Erath,Hood,Palo Pinto,Parker",414,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolar ISD (111903)","2020-10-18","Erath,Hood,Somervell",804,770,0,0,2,1,0,0,3,0,0,3,3,0,1,5
"Sulphur Springs ISD (112901)","2020-10-18","Hopkins,Rains,Wood",4316,3497,0,0,5,6,0,0,11,4,2,40,34,0,1,79
"Cumby ISD (112905)","2020-10-18","Delta,Hopkins,Hunt",423,327,0,0,2,0,0,0,2,0,0,10,5,3,4,8
"North Hopkins ISD (112906)","2020-10-18","Delta,Hopkins",554,480,NA,NA,NA,NA,NA,NA,NA,0,2,6,5,0,1,12
"Miller Grove ISD (112907)","2020-10-18","Hopkins,Hunt,Rains",311,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Como-Pickton Cisd (112908)","2020-10-18","Franklin,Hopkins,Wood",722,620,0,2,0,2,1,3,0,0,4,19,5,13,7,8
"Saltillo ISD (112909)","2020-10-18","Franklin,Hopkins",263,234,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,2,1,0
"Sulphur Bluff ISD (112910)","2020-10-18","Delta,Franklin,Hopkins,Red River",224,184,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,5
"Crockett ISD (113901)","2020-10-18","Houston,Leon",1273,1075,0,1,3,2,0,0,6,1,1,6,5,0,2,11
"Grapeland ISD (113902)","2020-10-18","Anderson,Cherokee,Houston,Leon",600,558,0,0,1,1,0,1,1,2,0,3,4,0,4,5
"Lovelady ISD (113903)","2020-10-18","Houston,Leon,Madison,Trinity,Walker",516,469,0,0,3,2,0,2,3,0,0,3,2,0,2,3
"Latexo ISD (113905)","2020-10-18","Houston",478,218,0,0,1,0,0,0,1,0,0,14,4,0,1,17
"Kennard ISD (113906)","2020-10-18","Angelina,Cherokee,Houston,Trinity",230,198,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,2
"Big Spring ISD (114901)","2020-10-18","Borden,Howard,Martin",3909,3028,0,0,1,9,0,0,10,5,0,28,35,3,7,58
"Coahoma ISD (114902)","2020-10-18","Borden,Howard,Mitchell",1092,899,NA,NA,NA,NA,NA,NA,NA,0,1,5,7,0,11,2
"Forsan ISD (114904)","2020-10-18","Glasscock,Howard,Mitchell,Sterling",776,714,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,0,5,0
"Ft Hancock ISD (115901)","2020-10-18","El Paso,Hudspeth",413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra Blanca ISD (115902)","2020-10-18","Hudspeth",128,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dell City ISD (115903)","2020-10-18","Culberson,Hudspeth",68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caddo Mills ISD (116901)","2020-10-18","Collin,Hunt",1995,1764,0,1,1,1,0,3,0,0,1,4,6,0,11,0
"Celeste ISD (116902)","2020-10-18","Collin,Fannin,Hunt",494,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Commerce ISD (116903)","2020-10-18","Delta,Hopkins,Hunt",1456,1050,0,1,0,1,0,2,0,1,2,9,5,5,11,1
"Greenville ISD (116905)","2020-10-18","Hunt",5156,2516,1,2,8,2,2,4,7,5,3,12,29,13,8,28
"Lone Oak ISD (116906)","2020-10-18","Hopkins,Hunt,Rains",982,915,0,0,8,3,1,0,10,0,0,8,5,1,0,12
"Quinlan ISD (116908)","2020-10-18","Hunt,Kaufman,Rains,Rockwall,Van Zandt",2447,1508,0,0,0,1,0,1,0,2,1,4,6,0,11,2
"Wolfe City ISD (116909)","2020-10-18","Fannin,Hunt",637,603,NA,NA,NA,NA,NA,NA,NA,0,4,5,13,3,4,15
"Campbell ISD (116910)","2020-10-18","Hunt",294,251,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,3,0
"Bland ISD (116915)","2020-10-18","Collin,Hunt",819,645,0,0,3,0,0,3,0,2,0,4,0,0,6,0
"Boles ISD (116916)","2020-10-18","Hunt",513,452,NA,NA,NA,NA,NA,NA,NA,0,0,4,8,5,3,4
"Borger ISD (117901)","2020-10-18","Carson,Hutchinson",2470,2130,0,0,6,12,2,2,14,3,2,29,46,14,15,51
"Sanford-Fritch ISD (117903)","2020-10-18","Carson,Hutchinson,Moore",693,655,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Plemons-Stinnett-Phillips Cisd (117904)","2020-10-18","Hutchinson,Moore,Roberts",673,637,0,0,3,0,0,3,0,0,1,10,8,0,16,3
"Spring Creek ISD (117907)","2020-10-18","Carson,Hutchinson,Roberts",107,107,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"Irion County ISD (118902)","2020-10-18","Crockett,Irion,Reagan,Schleicher,Tom Green",296,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryson ISD (119901)","2020-10-18","Jack,Palo Pinto,Young",255,253,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
"Jacksboro ISD (119902)","2020-10-18","Archer,Clay,Jack,Wise,Young",1069,1025,0,0,2,0,0,2,0,0,0,8,1,0,9,0
"Perrin-Whitt Cisd (119903)","2020-10-18","Jack,Palo Pinto,Parker,Wise",322,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edna ISD (120901)","2020-10-18","Jackson,Lavaca,Victoria,Wharton",1490,1353,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,0
"Ganado ISD (120902)","2020-10-18","Jackson,Matagorda,Wharton",714,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Industrial ISD (120905)","2020-10-18","Calhoun,Jackson,Matagorda,Victoria",1208,1165,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Brookeland ISD (121902)","2020-10-18","Jasper,Newton,Sabine,San Augustine",367,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buna ISD (121903)","2020-10-18","Hardin,Jasper,Newton,Orange,Tyler",1483,1338,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,0,0,4
"Jasper ISD (121904)","2020-10-18","Angelina,Jasper,Newton,San Augustine,Tyler",2205,1715,NA,NA,NA,NA,NA,NA,NA,0,1,2,7,1,7,2
"Kirbyville Cisd (121905)","2020-10-18","Jasper,Newton,Tyler",1413,1161,NA,NA,NA,NA,NA,NA,NA,2,1,19,9,0,6,25
"Evadale ISD (121906)","2020-10-18","Hardin,Jasper",393,373,0,0,2,1,0,0,3,0,0,18,7,0,2,23
"Ft Davis ISD (122901)","2020-10-18","Brewster,Culberson,Jeff Davis,Pecos,Presidio,Reeves",202,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valentine ISD (122902)","2020-10-18","Culberson,Hudspeth,Jeff Davis,Presidio",38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Academy Of Leadership In The Humanities (123503)","2020-10-18","Jefferson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tekoa Academy Of Accelerated Studies Stem School (123803)","2020-10-18","Jefferson",404,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehrhart School (123805)","2020-10-18","Jefferson",488,401,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Bob Hope School (123807)","2020-10-18","Jefferson",2074,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nederland ISD (123905)","2020-10-18","Jefferson,Orange",4978,3492,0,0,0,2,0,2,0,4,3,35,9,1,49,1
"Port Arthur ISD (123907)","2020-10-18","Jefferson,Orange",7824,983,1,0,0,0,1,0,0,2,0,1,9,2,10,0
"Port Neches-Groves ISD (123908)","2020-10-18","Jefferson,Orange",4941,4941,0,1,1,0,0,0,2,0,4,15,9,0,16,12
"Beaumont ISD (123910)","2020-10-18","Hardin,Jefferson,Orange",17184,3369,1,0,1,2,3,1,0,2,0,7,35,23,14,7
"Sabine Pass ISD (123913)","2020-10-18","Chambers,Jefferson",393,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamshire-Fannett ISD (123914)","2020-10-18","Chambers,Jefferson",1871,1319,1,0,0,0,0,1,0,2,0,14,10,5,7,14
"Jim Hogg County ISD (124901)","2020-10-18","Brooks,Duval,Jim Hogg,Starr,Webb,Zapata",1133,160,0,0,0,1,0,0,1,0,1,1,3,0,0,5
"Alice ISD (125901)","2020-10-18","Duval,Jim Wells,Kleberg,Live Oak,Nueces",4711,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ben Bolt-Palito Blanco ISD (125902)","2020-10-18","Duval,Jim Wells,Kleberg",523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange Grove ISD (125903)","2020-10-18","Jim Wells,Live Oak,Nueces,San Patricio",1715,1187,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,0,2,4
"Premont ISD (125905)","2020-10-18","Duval,Jim Wells,Kleberg",690,480,1,0,0,0,0,0,1,1,0,0,1,0,1,1
"La Gloria ISD (125906)","2020-10-18","Brooks,Duval,Jim Wells,Kleberg",108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alvarado ISD (126901)","2020-10-18","Johnson",3554,2018,0,0,0,1,0,0,1,1,0,4,4,0,5,4
"Burleson ISD (126902)","2020-10-18","Johnson,Tarrant",12467,7513,2,2,11,7,2,19,1,8,5,52,24,16,60,13
"Cleburne ISD (126903)","2020-10-18","Bosque,Hood,Johnson,Somervell",6833,5308,0,0,5,5,0,0,10,1,6,13,17,0,2,35
"Grandview ISD (126904)","2020-10-18","Ellis,Hill,Johnson",1333,1234,NA,NA,NA,NA,NA,NA,NA,0,0,10,2,0,0,12
"Joshua ISD (126905)","2020-10-18","Johnson,Tarrant",5458,3820,1,1,4,2,0,0,8,2,4,13,12,0,0,31
"Keene ISD (126906)","2020-10-18","Johnson",1075,876,NA,NA,NA,NA,NA,NA,NA,1,0,0,7,1,3,4
"Rio Vista ISD (126907)","2020-10-18","Bosque,Hill,Johnson",775,705,0,0,0,4,0,4,0,0,0,1,4,0,4,1
"Venus ISD (126908)","2020-10-18","Ellis,Johnson",2201,1559,0,1,2,1,0,0,4,1,2,3,11,0,5,12
"Godley ISD (126911)","2020-10-18","Hood,Johnson,Parker,Tarrant",2428,2089,NA,NA,NA,NA,NA,NA,NA,1,0,2,3,0,3,3
"Anson ISD (127901)","2020-10-18","Jones",716,659,NA,NA,NA,NA,NA,NA,NA,0,2,0,5,0,4,3
"Hamlin Collegiate ISD (127903)","2020-10-18","Fisher,Haskell,Jones,Stonewall",438,427,0,0,0,1,0,1,0,0,0,0,2,0,2,0
"Hawley ISD (127904)","2020-10-18","Jones,Taylor",765,729,0,1,0,0,0,1,0,0,1,3,6,2,3,5
"Lueders-Avoca ISD (127905)","2020-10-18","Haskell,Jones,Shackelford,Throckmorton",105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stamford ISD (127906)","2020-10-18","Haskell,Jones",603,557,NA,NA,NA,NA,NA,NA,NA,1,0,3,8,0,9,3
"Karnes City ISD (128901)","2020-10-18","Atascosa,DeWitt,Gonzales,Karnes,Live Oak,Wilson",984,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenedy ISD (128902)","2020-10-18","Bee,Karnes,Live Oak",727,548,0,0,0,1,0,0,1,0,0,0,2,1,0,1
"Runge ISD (128903)","2020-10-18","DeWitt,Goliad,Karnes",230,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falls City ISD (128904)","2020-10-18","Atascosa,Karnes,Wilson",392,363,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Crandall ISD (129901)","2020-10-18","Dallas,Ellis,Kaufman",4843,3628,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,7,0
"Forney ISD (129902)","2020-10-18","Dallas,Kaufman,Rockwall",12628,6178,0,1,1,3,0,2,3,5,11,9,16,0,29,12
"Kaufman ISD (129903)","2020-10-18","Kaufman,Van Zandt",4005,3084,2,1,2,3,0,8,0,3,3,9,11,0,24,2
"Kemp ISD (129904)","2020-10-18","Ellis,Henderson,Kaufman,Navarro",1535,1144,0,0,1,1,0,0,2,2,0,6,8,0,5,11
"Mabank ISD (129905)","2020-10-18","Henderson,Kaufman,Van Zandt",3532,2854,NA,NA,NA,NA,NA,NA,NA,3,3,4,8,8,7,3
"Terrell ISD (129906)","2020-10-18","Hunt,Kaufman,Rockwall",4480,2938,2,1,1,2,0,1,5,4,4,9,6,0,10,13
"Scurry-Rosser ISD (129910)","2020-10-18","Ellis,Kaufman",1057,942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meadowland Charter District (130801)","2020-10-18","Kendall",72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boerne ISD (130901)","2020-10-18","Bandera,Bexar,Comal,Kendall,Kerr,Medina",9511,6938,0,0,4,1,0,5,0,2,1,27,14,1,21,22
"Comfort ISD (130902)","2020-10-18","Bandera,Gillespie,Kendall,Kerr",1065,817,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0
"Kenedy County Wide Csd (131001)","2020-10-18","Brooks,Hidalgo,Kenedy,Kleberg,Willacy",89,81,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,2,1
"Jayton-Girard ISD (132902)","2020-10-18","Dickens,Fisher,Garza,Kent,King,Scurry,Stonewall",177,172,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,4,0
"Center Point ISD (133901)","2020-10-18","Bandera,Kerr",544,498,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Hunt ISD (133902)","2020-10-18","Bandera,Kerr",199,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerrville ISD (133903)","2020-10-18","Bandera,Kerr",4587,3799,0,0,2,0,0,0,2,4,1,5,5,1,10,4
"Ingram ISD (133904)","2020-10-18","Gillespie,Kerr,Kimble",1111,1071,0,0,1,1,0,0,2,0,0,5,5,0,1,9
"Divide ISD (133905)","2020-10-18","Bandera,Edwards,Kerr,Kimble,Real",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Junction ISD (134901)","2020-10-18","Edwards,Kerr,Kimble,Mason,Menard,Schleicher,Sutton",601,552,0,0,1,0,0,0,1,0,0,5,2,0,3,4
"Guthrie Csd (135001)","2020-10-18","Cottle,Dickens,Haskell,Kent,King,Knox,Motley,Stonewall",126,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brackett ISD (136901)","2020-10-18","Edwards,Kinney,Maverick,Uvalde,Val Verde,Zavala",529,411,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Kingsville ISD (137901)","2020-10-18","Jim Wells,Kleberg,Nueces",2847,545,1,0,0,2,0,0,3,1,1,5,25,0,2,30
"Ricardo ISD (137902)","2020-10-18","Kleberg",608,250,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0
"Riviera ISD (137903)","2020-10-18","Kenedy,Kleberg,Nueces",412,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Gertrudis ISD (137904)","2020-10-18","Brooks,Jim Wells,Kenedy,Kleberg",721,200,0,0,0,1,0,1,0,0,1,8,7,0,9,7
