County,Race/Ethnicity,Vaccination_Type,At_Least_One_Vaccinated,Fully_Vaccinated,Boosted,Doses_Administered,Population_Total
Upshur,Black,bivalent,1267,1141,138,539,3144
Upshur,Hispanic,bivalent,1658,1371,290,414,3969
Upshur,Other,bivalent,2564,2354,1125,1219,3878
Upshur,Unknown,bivalent,675,509,0,65,
Upshur,White,bivalent,10632,9457,1277,3942,33206
Upton,Asian,bivalent,4,4,0,1,18
Upton,Black,bivalent,23,22,0,6,93
Upton,Hispanic,bivalent,779,681,162,287,1816
Upton,Other,bivalent,161,148,26,83,303
Upton,Unknown,bivalent,190,173,0,70,
Upton,White,bivalent,615,518,100,231,1260
Uvalde,Asian,bivalent,82,72,0,41,241
Uvalde,Black,bivalent,39,32,0,9,171
Uvalde,Hispanic,bivalent,9622,8107,1692,3635,17929
Uvalde,Other,bivalent,2054,1839,694,1057,1352
Uvalde,Unknown,bivalent,641,428,0,180,
Uvalde,White,bivalent,4966,4352,235,1766,6153
Val Verde,Asian,bivalent,105,74,2,34,308
Val Verde,Black,bivalent,160,125,9,43,679
Val Verde,Hispanic,bivalent,31720,23931,5297,8186,39468
Val Verde,Other,bivalent,6880,4988,1834,2230,2514
Val Verde,Unknown,bivalent,3044,1757,0,255,
Val Verde,White,bivalent,7568,6070,0,2275,6678
Van Zandt,Asian,bivalent,129,108,2,42,284
Van Zandt,Black,bivalent,625,564,66,261,1766
Van Zandt,Hispanic,bivalent,2663,2265,389,636,7950
Van Zandt,Other,bivalent,3353,3087,1383,1564,4498
Van Zandt,Unknown,bivalent,1029,777,0,131,
Van Zandt,White,bivalent,16666,15064,2465,6965,49925
Victoria,Asian,bivalent,682,600,18,291,1154
Victoria,Black,bivalent,2080,1854,180,808,5144
Victoria,Hispanic,bivalent,17809,15713,3113,5984,44692
Victoria,Other,bivalent,9195,8424,3227,4749,6399
Victoria,Unknown,bivalent,2590,2129,0,657,
Victoria,White,bivalent,19400,17442,1883,7852,38628
Walker,Asian,bivalent,510,426,15,177,825
Walker,Black,bivalent,7126,6309,384,2669,17827
Walker,Hispanic,bivalent,5144,4375,925,1350,14574
Walker,Other,bivalent,11091,9846,3941,4837,4909
Walker,Unknown,bivalent,1112,784,0,183,
Walker,White,bivalent,16568,14810,417,6264,43482
Waller,Asian,bivalent,610,491,11,198,1047
Waller,Black,bivalent,3352,2895,152,1169,13342
Waller,Hispanic,bivalent,9000,7546,1347,2180,19378
Waller,Other,bivalent,5677,5076,2452,2563,4380
Waller,Unknown,bivalent,754,493,0,69,
Waller,White,bivalent,9091,8112,490,3242,25030
Ward,Asian,bivalent,47,38,3,17,58
Ward,Black,bivalent,110,94,9,36,471
Ward,Hispanic,bivalent,2744,2252,158,784,6389
Ward,Other,bivalent,532,477,315,228,1043
Ward,Unknown,bivalent,281,219,0,57,
Ward,White,bivalent,1533,1290,0,384,4040
Washington,Asian,bivalent,342,310,26,146,547
Washington,Black,bivalent,2319,2043,233,815,5764
Washington,Hispanic,bivalent,2375,2035,558,621,6297
Washington,Other,bivalent,5230,4911,1875,2994,1996
Washington,Unknown,bivalent,637,466,0,156,
Washington,White,bivalent,10046,9122,1240,4173,22794
Webb,Asian,bivalent,591,467,0,176,1275
Webb,Black,bivalent,234,165,9,30,1027
Webb,Hispanic,bivalent,388356,229100,39657,67860,255570
Webb,Other,bivalent,52462,38144,17841,17723,5698
Webb,Unknown,bivalent,55993,13273,20953,2856,
Webb,White,bivalent,47864,34527,5949,14217,9557
Wharton,Asian,bivalent,147,124,5,58,223
Wharton,Black,bivalent,2355,2043,217,853,5111
Wharton,Hispanic,bivalent,8392,6937,734,2236,18213
Wharton,Other,bivalent,6001,5349,1719,2587,1937
Wharton,Unknown,bivalent,738,505,0,108,
Wharton,White,bivalent,8299,7349,450,3049,17792
Wheeler,Asian,bivalent,25,19,4,13,36
Wheeler,Black,bivalent,30,24,0,4,134
Wheeler,Hispanic,bivalent,613,506,33,123,1254
Wheeler,Other,bivalent,212,186,53,85,403
Wheeler,Unknown,bivalent,185,151,0,49,
Wheeler,White,bivalent,1332,1214,241,635,3397
Wichita,Asian,bivalent,1407,1224,71,591,2610
Wichita,Black,bivalent,5284,4548,510,2005,13647
Wichita,Hispanic,bivalent,10306,8953,1822,3225,26955
Wichita,Other,bivalent,11203,10164,4525,5298,15853
Wichita,Unknown,bivalent,3311,2712,0,598,
Wichita,White,bivalent,38159,34505,6518,16266,82595
Wilbarger,Asian,bivalent,311,281,2,70,454
Wilbarger,Black,bivalent,443,383,63,162,938
Wilbarger,Hispanic,bivalent,1694,1513,229,523,3984
Wilbarger,Other,bivalent,396,343,176,142,1327
Wilbarger,Unknown,bivalent,868,752,0,227,
Wilbarger,White,bivalent,3676,3442,743,1629,6969
Willacy,Asian,bivalent,24,20,0,10,137
Willacy,Black,bivalent,274,245,7,185,445
Willacy,Hispanic,bivalent,16392,12327,4530,5240,17906
Willacy,Other,bivalent,1603,1174,87,600,579
Willacy,Unknown,bivalent,519,390,0,104,
Willacy,White,bivalent,1282,1117,0,561,1737
Williamson,Asian,bivalent,44570,36476,10793,20020,57066
Williamson,Black,bivalent,20192,17637,3130,7713,44879
Williamson,Hispanic,bivalent,87675,75167,23627,32409,163099
Williamson,Other,bivalent,118851,109678,60674,69051,74675
Williamson,Unknown,bivalent,19717,13997,0,3250,
Williamson,White,bivalent,192964,173124,34142,87291,359562
Wilson,Asian,bivalent,340,272,132,143,283
Wilson,Black,bivalent,433,372,118,175,876
Wilson,Hispanic,bivalent,7760,6853,1816,2868,21030
Wilson,Other,bivalent,8704,7890,3997,4139,3425
Wilson,Unknown,bivalent,1458,1100,0,266,
Wilson,White,bivalent,12249,10907,745,4423,28285
Winkler,Asian,bivalent,37,34,0,12,52
Winkler,Black,bivalent,46,44,10,17,155
Winkler,Hispanic,bivalent,1916,1579,312,497,4715
Winkler,Other,bivalent,269,228,98,108,433
Winkler,Unknown,bivalent,585,509,0,230,
Winkler,White,bivalent,854,761,58,268,2383
Wise,Asian,bivalent,232,208,18,80,424
Wise,Black,bivalent,375,323,62,147,1084
Wise,Hispanic,bivalent,6149,5307,1238,1595,14936
Wise,Other,bivalent,4086,3655,2236,1862,5967
Wise,Unknown,bivalent,1308,1036,0,223,
Wise,White,bivalent,19701,17662,2068,7033,53583
Wood,Asian,bivalent,125,103,13,56,287
Wood,Black,bivalent,786,707,88,378,2276
Wood,Hispanic,bivalent,1896,1648,192,537,5029
Wood,Other,bivalent,5161,4786,2709,2822,3176
Wood,Unknown,bivalent,842,627,0,91,
Wood,White,bivalent,13979,12737,1567,6091,37340
Yoakum,Asian,bivalent,18,16,8,3,44
Yoakum,Black,bivalent,16,15,9,10,92
Yoakum,Hispanic,bivalent,2464,2079,384,645,5259
Yoakum,Other,bivalent,193,141,5,54,555
Yoakum,Unknown,bivalent,532,448,0,164,
Yoakum,White,bivalent,979,855,192,354,2106
Young,Asian,bivalent,41,39,3,16,108
Young,Black,bivalent,48,43,0,23,249
Young,Hispanic,bivalent,1441,1282,112,352,3552
Young,Other,bivalent,2098,1917,386,905,1257
Young,Unknown,bivalent,413,341,0,95,
Young,White,bivalent,4324,3896,498,1573,13738
Zapata,Asian,bivalent,5,3,0,2,26
Zapata,Black,bivalent,5,2,2,1,39
Zapata,Hispanic,bivalent,7937,6845,1312,2613,13227
Zapata,Other,bivalent,1090,901,110,254,268
Zapata,Unknown,bivalent,343,297,0,122,
Zapata,White,bivalent,794,598,0,230,581
Zavala,Asian,bivalent,6,6,0,2,15
Zavala,Black,bivalent,19,15,3,5,79
Zavala,Hispanic,bivalent,5268,4551,896,1872,8934
Zavala,Other,bivalent,676,610,162,322,434
Zavala,Unknown,bivalent,267,171,0,23,
Zavala,White,bivalent,1018,872,10,366,456
