Public Health Region (PHR),County Name,Age Group,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,Date,County,People Vaccinated with at Least One Dose
9/10,Presidio,80+ years,413,259,154,2021-03-06,NA,NA
9/10,Reagan,16-49 years,307,188,119,2021-03-06,NA,NA
9/10,Reagan,50-64 years,288,188,100,2021-03-06,NA,NA
9/10,Reagan,65-79 years,270,161,109,2021-03-06,NA,NA
9/10,Reagan,80+ years,58,38,20,2021-03-06,NA,NA
9/10,Reeves,16-49 years,2220,1281,939,2021-03-06,NA,NA
9/10,Reeves,50-64 years,2110,1169,941,2021-03-06,NA,NA
9/10,Reeves,65-79 years,1740,922,818,2021-03-06,NA,NA
9/10,Reeves,80+ years,490,265,225,2021-03-06,NA,NA
9/10,Schleicher,16-49 years,150,114,36,2021-03-06,NA,NA
9/10,Schleicher,50-64 years,172,135,37,2021-03-06,NA,NA
9/10,Schleicher,65-79 years,346,243,103,2021-03-06,NA,NA
9/10,Sterling,16-49 years,25,18,7,2021-03-06,NA,NA
9/10,Sterling,50-64 years,57,37,20,2021-03-06,NA,NA
9/10,Sterling,65-79 years,90,61,29,2021-03-06,NA,NA
9/10,Sterling,80+ years,36,23,13,2021-03-06,NA,NA
9/10,Sutton,16-49 years,119,78,41,2021-03-06,NA,NA
9/10,Sutton,50-64 years,193,138,55,2021-03-06,NA,NA
