"District","Date","County","LEA","Total_Enrollment","Approximate_Enrollment","Cases_Weekly_GRADE_EE_3","Cases_Weekly_GRADE_4_6","Cases_Weekly_GRADE_7_12","Cases_Weekly_Staff","Infections_Weekly_On_Campus","Infections_Weekly_Off_Campus","Infections_Weekly_Unknown","Cases_Cumulative_GRADE_EE_3","Cases_Cumulative_GRADE_4_6","Cases_Cumulative_GRADE_7_12","Cases_Cumulative_Staff","Infections_Cumulative_On_Campus","Infections_Cumulative_Off_Campus","Infections_Cumulative_Unknown"
"Buena Vista ISD",2020-09-20,"Crane,Pecos,Reeves,Ward",186901,245,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Stockton ISD",2020-09-20,"Brewster,Jeff Davis,Pecos,Reeves,Terrell",186902,2210,1341,1,0,1,1,0,3,0,2,1,6,12,1,20,0
"Iraan-Sheffield ISD",2020-09-20,"Crane,Crockett,Pecos,Terrell",186903,324,287,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Big Sandy ISD",2020-09-20,"Hardin,Liberty,Polk,Tyler",187901,501,465,NA,NA,NA,NA,NA,NA,NA,2,0,1,2,0,5,0
"Goodrich ISD",2020-09-20,"Polk,San Jacinto",187903,259,171,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Corrigan-Camden ISD",2020-09-20,"Angelina,Polk,Trinity",187904,779,665,2,0,0,1,0,3,0,2,0,2,4,0,8,0
"Leggett ISD",2020-09-20,"Polk",187906,201,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Livingston ISD",2020-09-20,"Liberty,Polk,San Jacinto,Trinity",187907,3831,3308,1,0,1,1,0,3,0,4,1,8,8,0,17,4
"Onalaska ISD",2020-09-20,"Polk,San Jacinto,Trinity",187910,1166,982,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
"Amarillo ISD",2020-09-20,"Potter,Randall",188901,31379,25615,10,16,52,49,0,68,59,23,48,228,173,11,255,206
"River Road ISD",2020-09-20,"Potter",188902,1297,1127,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,0,3,9
"Highland Park ISD",2020-09-20,"Armstrong,Carson,Moore,Potter,Randall",188903,855,768,3,0,1,2,0,6,0,3,0,6,3,0,10,2
"Bushland ISD",2020-09-20,"Deaf Smith,Moore,Oldham,Potter,Randall",188904,1449,1385,1,0,9,3,0,0,13,3,1,16,10,0,0,30
"Marfa ISD",2020-09-20,"Brewster,Jeff Davis,Presidio",189901,276,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Presidio ISD",2020-09-20,"Hudspeth,Jeff Davis,Presidio",189902,1061,437,0,0,0,1,0,1,0,0,0,1,1,0,2,0
"Rains ISD",2020-09-20,"Hopkins,Hunt,Rains,Van Zandt,Wood",190903,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,2,1,4,0
"Canyon ISD",2020-09-20,"Armstrong,Carson,Castro,Deaf Smith,Potter,Randall",191901,10323,9380,3,7,17,21,0,1,47,9,18,60,57,0,9,135
"Reagan County ISD",2020-09-20,"Crockett,Glasscock,Irion,Reagan,Sterling,Tom Green,Upton",192901,856,713,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2
"Big Springs Charter
School",2020-09-20,"Real",193801,213,182,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,1,1
"Leakey ISD",2020-09-20,"Bandera,Edwards,Kerr,Real,Uvalde",193902,279,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avery ISD",2020-09-20,"Bowie,Morris,Red River,Titus",194902,325,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivercrest ISD",2020-09-20,"Franklin,Red River,Titus",194903,683,552,NA,NA,NA,NA,NA,NA,NA,0,0,5,1,0,0,6
"Clarksville ISD",2020-09-20,"Red River,Titus",194904,480,292,0,0,0,5,0,4,1,1,1,1,6,0,8,1
"Detroit ISD",2020-09-20,"Lamar,Red River",194905,522,485,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Pecos-Barstow-Toyah ISD",2020-09-20,"Culberson,Jeff Davis,Loving,Pecos,Reeves,Ward",195901,2688,1943,0,0,4,3,0,3,4,1,2,15,9,0,22,5
"Balmorhea ISD",2020-09-20,"Culberson,Jeff Davis,Reeves",195902,162,141,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Austwell-Tivoli ISD",2020-09-20,"Aransas,Calhoun,Refugio,Victoria",196901,138,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woodsboro ISD",2020-09-20,"Aransas,Bee,Refugio,San Patricio",196902,423,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Refugio ISD",2020-09-20,"Aransas,Bee,Calhoun,Goliad,Refugio,Victoria",196903,1259,588,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Miami ISD",2020-09-20,"Gray,Hansford,Hemphill,Hutchinson,Lipscomb,Ochiltree,Roberts,Wheeler",197902,184,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bremond ISD",2020-09-20,"Falls,Limestone,Milam,Robertson",198901,473,449,0,1,1,0,0,2,0,1,2,10,2,3,9,3
"Calvert ISD",2020-09-20,"Milam,Robertson",198902,142,131,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Franklin ISD",2020-09-20,"Brazos,Leon,Limestone,Robertson",198903,1260,1147,0,0,2,0,0,2,0,1,1,16,6,0,24,0
"Hearne ISD",2020-09-20,"Brazos,Milam,Robertson",198905,696,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mumford ISD",2020-09-20,"Brazos,Burleson,Milam,Robertson",198906,620,520,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,0,0,6
"Rockwall ISD",2020-09-20,"Collin,Dallas,Kaufman,Rockwall",199901,16919,10457,2,1,6,3,0,10,2,4,14,38,31,0,46,41
"Royse City ISD",2020-09-20,"Collin,Hunt,Kaufman,Rockwall",199902,6849,4754,0,0,1,0,0,1,0,0,1,6,4,1,10,0
"Ballinger ISD",2020-09-20,"Coleman,Concho,Runnels",200901,861,754,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,2,7,0
"Miles ISD",2020-09-20,"Coke,Concho,Runnels,Tom Green",200902,468,444,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,2
"Winters ISD",2020-09-20,"Coke,Nolan,Runnels,Taylor",200904,525,500,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0
"Olfen ISD",2020-09-20,"Concho,Runnels",200906,140,132,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Henderson ISD",2020-09-20,"Cherokee,Panola,Rusk,Shelby",201902,3299,2629,NA,NA,NA,NA,NA,NA,NA,6,4,73,33,8,18,90
"Laneville ISD",2020-09-20,"Nacogdoches,Rusk",201903,163,141,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1
"Leveretts Chapel ISD",2020-09-20,"Gregg,Rusk",201904,237,222,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Mount Enterprise ISD",2020-09-20,"Nacogdoches,Rusk",201907,395,362,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
"Overton ISD",2020-09-20,"Gregg,Rusk,Smith",201908,467,407,NA,NA,NA,NA,NA,NA,NA,0,0,2,6,0,1,7
"Tatum ISD",2020-09-20,"Gregg,Harrison,Panola,Rusk",201910,1520,1165,0,0,4,0,0,0,4,1,1,9,9,0,0,20
"Carlisle ISD",2020-09-20,"Cherokee,Rusk,Smith",201913,625,560,NA,NA,NA,NA,NA,NA,NA,0,0,5,3,0,3,5
"West Rusk County
Consolidated ISD",2020-09-20,"Rusk,Smith",201914,1011,915,NA,NA,NA,NA,NA,NA,NA,0,0,7,2,0,9,0
"Hemphill ISD",2020-09-20,"Newton,Sabine,San Augustine,Shelby",202903,866,786,0,0,1,2,0,0,3,0,1,5,3,0,3,6
"West Sabine ISD",2020-09-20,"Sabine,San Augustine",202905,545,529,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"San Augustine ISD",2020-09-20,"Nacogdoches,Sabine,San Augustine,Shelby",203901,699,508,0,0,1,0,0,0,1,0,0,1,1,0,1,1
"Broaddus ISD",2020-09-20,"Angelina,Jasper,Nacogdoches,Sabine,San Augustine",203902,372,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coldspring-Oakhurst Cisd",2020-09-20,"Montgomery,Polk,San Jacinto,Trinity,Walker",204901,1554,1041,0,0,1,0,0,0,1,0,0,1,1,0,0,2
"Shepherd ISD",2020-09-20,"Liberty,Polk,San Jacinto",204904,1909,1115,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Aransas Pass ISD",2020-09-20,"Aransas,Nueces,San Patricio",205901,1622,903,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Gregory-Portland ISD",2020-09-20,"Aransas,Nueces,San Patricio",205902,4695,1866,0,1,0,0,0,0,1,1,1,2,13,0,4,13
"Ingleside ISD",2020-09-20,"Nueces,San Patricio",205903,2046,1138,0,0,1,0,0,1,0,0,2,4,2,0,4,4
"Mathis ISD",2020-09-20,"Bee,Jim Wells,Live Oak,Nueces,San Patricio",205904,1451,826,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,0,4,5
"Odem-Edroy ISD",2020-09-20,"Nueces,San Patricio",205905,855,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinton ISD",2020-09-20,"Aransas,Bee,Refugio,San Patricio",205906,2084,801,2,0,0,1,0,3,0,6,0,3,3,0,11,1
"Taft ISD",2020-09-20,"Nueces,San Patricio",205907,938,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Saba ISD",2020-09-20,"Burnet,Lampasas,Llano,Mills,San Saba",206901,728,682,NA,NA,NA,NA,NA,NA,NA,0,2,2,3,0,7,0
"Richland Springs ISD",2020-09-20,"Brown,McCulloch,Mills,San Saba",206902,109,108,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Cherokee ISD",2020-09-20,"Llano,Mason,San Saba",206903,131,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schleicher ISD",2020-09-20,"Concho,Crockett,Irion,Kimble,Menard,Schleicher,Sutton,Tom Green",207901,514,471,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1
"Hermleigh ISD",2020-09-20,"Fisher,Mitchell,Nolan,Scurry",208901,261,235,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,2
"Snyder ISD",2020-09-20,"Borden,Fisher,Garza,Howard,Kent,Mitchell,Scurry",208902,2620,1710,0,0,4,2,0,1,5,12,8,17,22,0,15,44
"Ira ISD",2020-09-20,"Howard,Mitchell,Scurry",208903,285,271,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Albany ISD",2020-09-20,"Jones,Shackelford,Stephens,Throckmorton",209901,508,468,NA,NA,NA,NA,NA,NA,NA,0,1,10,3,0,0,14
"Moran ISD",2020-09-20,"Callahan,Eastland,Shackelford,Stephens",209902,122,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Center ISD",2020-09-20,"San Augustine,Shelby",210901,2432,2232,0,1,2,1,0,1,3,2,2,25,9,0,7,31
"Joaquin ISD",2020-09-20,"Panola,Shelby",210902,644,569,NA,NA,NA,NA,NA,NA,NA,0,0,6,9,4,6,5
"Shelbyville ISD",2020-09-20,"Sabine,San Augustine,Shelby",210903,773,693,0,0,1,0,0,0,1,0,0,4,2,0,1,5
"Tenaha ISD",2020-09-20,"Panola,Shelby",210904,498,448,0,0,0,2,0,0,2,4,0,7,12,0,5,18
"Timpson ISD",2020-09-20,"Nacogdoches,Panola,Rusk,Shelby",210905,638,600,NA,NA,NA,NA,NA,NA,NA,2,1,9,7,0,0,19
"Excelsior ISD",2020-09-20,"Nacogdoches,San Augustine,Shelby",210906,73,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texhoma ISD",2020-09-20,"Hansford,Sherman",211901,171,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stratford ISD",2020-09-20,"Dallam,Hartley,Moore,Sherman",211902,570,549,0,0,0,1,0,1,0,0,0,1,3,0,2,2
"Cumberland Academy",2020-09-20,"Smith",212801,1973,1425,0,0,2,1,0,1,2,3,3,11,6,3,11,9
"Ut Tyler University
Academy",2020-09-20,"Smith",212804,837,689,1,2,1,0,0,2,2,1,2,5,0,0,2,6
"Arp ISD",2020-09-20,"Rusk,Smith",212901,871,790,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,0,3,3
"Bullard ISD",2020-09-20,"Anderson,Cherokee,Henderson,Smith",212902,2676,2478,0,0,6,10,0,3,13,9,5,25,43,7,15,60
"Lindale ISD",2020-09-20,"Smith,Van Zandt,Wood",212903,4164,3767,0,2,7,0,0,5,4,2,2,10,5,6,5,8
"Troup ISD",2020-09-20,"Cherokee,Rusk,Smith",212904,1022,923,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,0,4,4
"Tyler ISD",2020-09-20,"Henderson,Smith,Van Zandt",212905,17618,13940,7,4,21,12,0,6,38,25,20,79,66,1,39,150
"Whitehouse ISD",2020-09-20,"Cherokee,Smith",212906,4862,4149,0,1,3,4,0,1,7,7,10,24,29,0,9,61
"Chapel Hill ISD",2020-09-20,"Gregg,Rusk,Smith",212909,3393,2189,1,1,9,3,0,1,13,4,6,25,20,0,4,51
"Winona ISD",2020-09-20,"Smith,Upshur,Wood",212910,1043,801,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Brazos River Charter
School",2020-09-20,"Somervell",213801,180,178,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
"Glen Rose ISD",2020-09-20,"Bosque,Erath,Hood,Johnson,Somervell",213901,1924,1796,0,0,2,0,0,1,1,2,2,3,3,0,9,1
"Rio Grande City Cisd",2020-09-20,"Hidalgo,Starr",214901,10014,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Isidro ISD",2020-09-20,"Brooks,Hidalgo,Jim Hogg,Starr",214902,194,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roma ISD",2020-09-20,"Jim Hogg,Starr,Zapata",214903,6069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breckenridge ISD",2020-09-20,"Eastland,Palo Pinto,Shackelford,Stephens,Throckmorton,Young",215901,1448,1293,0,1,6,1,0,8,0,1,1,10,9,0,11,10
"Sterling City ISD",2020-09-20,"Coke,Glasscock,Howard,Mitchell,Reagan,Sterling,Tom Green",216901,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aspermont ISD",2020-09-20,"Dickens,Fisher,Haskell,Jones,Kent,King,Stonewall",217901,210,203,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Sonora ISD",2020-09-20,"Crockett,Edwards,Kimble,Menard,Schleicher,Sutton,Val Verde",218901,707,706,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Happy ISD",2020-09-20,"Armstrong,Briscoe,Castro,Randall,Swisher",219901,249,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulia ISD",2020-09-20,"Briscoe,Castro,Swisher",219903,940,896,0,2,3,2,0,5,2,2,2,8,3,0,12,3
"Kress ISD",2020-09-20,"Briscoe,Castro,Floyd,Hale,Swisher",219905,279,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treetops School
International",2020-09-20,"Tarrant",220801,392,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington Classics
Academy",2020-09-20,"Tarrant",220802,1564,679,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,3,0
"Fort Worth Academy Of
Fine Arts",2020-09-20,"Tarrant",220809,641,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westlake Academy Charter
School",2020-09-20,"Tarrant",220810,870,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Fort Worth
Montessori Academy",2020-09-20,"Tarrant",220811,206,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas School Of The Arts",2020-09-20,"Tarrant",220814,286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chapel Hill Academy",2020-09-20,"Tarrant",220815,771,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newman International
Academy Of Arlington",2020-09-20,"Tarrant",220817,3044,1385,0,0,1,0,0,1,0,2,0,5,4,0,9,2
"High Point Academy",2020-09-20,"Tarrant",220819,1607,1079,0,0,1,1,0,0,2,0,0,2,1,0,1,2
"Arlington ISD",2020-09-20,"Dallas,Tarrant",220901,56626,14138,7,0,5,19,1,0,30,11,6,35,103,5,0,150
"Birdville ISD",2020-09-20,"Tarrant",220902,22174,12571,2,6,4,0,0,0,12,12,21,72,5,0,0,110
"Everman ISD",2020-09-20,"Tarrant",220904,5490,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Worth ISD",2020-09-20,"Parker,Tarrant",220905,76859,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grapevine-Colleyville ISD",2020-09-20,"Dallas,Denton,Tarrant",220906,13924,5933,0,0,6,5,2,4,5,6,10,37,24,10,30,37
"Keller ISD",2020-09-20,"Denton,Tarrant",220907,32167,18754,3,4,43,17,0,0,67,16,22,99,57,0,3,191
"Mansfield ISD",2020-09-20,"Dallas,Ellis,Johnson,Tarrant",220908,34979,20200,NA,NA,NA,NA,NA,NA,NA,11,6,39,14,5,65,0
"Lake Worth ISD",2020-09-20,"Tarrant",220910,3270,1701,0,0,1,4,1,0,4,1,1,6,17,7,6,12
"Crowley ISD",2020-09-20,"Johnson,Tarrant",220912,15336,58,1,0,0,1,0,2,0,7,2,5,11,1,20,4
"Kennedale ISD",2020-09-20,"Tarrant",220914,2879,1742,NA,NA,NA,NA,NA,NA,NA,1,0,1,10,0,2,10
"Azle ISD",2020-09-20,"Parker,Tarrant,Wise",220915,6672,4745,0,2,5,3,2,3,5,7,4,19,9,4,13,22
"Hurst-Euless-Bedford ISD",2020-09-20,"Dallas,Tarrant",220916,22860,9483,4,0,8,6,0,0,18,10,11,37,33,1,3,87
"Castleberry ISD",2020-09-20,"Tarrant",220917,3633,1914,0,0,5,0,1,4,0,1,1,25,5,7,24,1
"Eagle Mt-Saginaw ISD",2020-09-20,"Tarrant,Wise",220918,21080,13721,4,5,11,6,2,9,15,17,14,54,28,2,59,52
"Carroll ISD",2020-09-20,"Denton,Tarrant",220919,8297,4343,0,0,1,3,0,2,2,3,1,13,6,0,5,18
"White Settlement ISD",2020-09-20,"Parker,Tarrant",220920,2711,82,0,1,2,2,0,5,0,4,11,25,6,0,44,2
"Texas College
Preparatory Academies",2020-09-20,"Taylor",221801,15649,7124,0,1,0,1,0,0,2,3,8,9,14,1,19,14
"Abilene ISD",2020-09-20,"Jones,Taylor",221901,15672,12933,0,3,8,14,0,14,11,3,7,50,52,0,62,50
"Merkel ISD",2020-09-20,"Fisher,Jones,Nolan,Taylor",221904,1133,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trent ISD",2020-09-20,"Fisher,Jones,Nolan,Taylor",221905,131,121,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,0,1,3
"Jim Ned Cisd",2020-09-20,"Callahan,Coleman,Runnels,Taylor",221911,1411,1374,NA,NA,NA,NA,NA,NA,NA,0,0,6,7,0,0,13
"Wylie ISD",2020-09-20,"Callahan,Taylor",221912,4842,4325,0,0,3,4,0,5,2,3,3,41,21,0,19,49
"Terrell County ISD",2020-09-20,"Brewster,Crockett,Pecos,Terrell,Val Verde",222901,120,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brownfield ISD",2020-09-20,"Cochran,Hockley,Terry,Yoakum",223901,1643,1341,3,4,4,4,0,14,1,3,4,5,5,0,16,1
"Meadow ISD",2020-09-20,"Hockley,Lynn,Terry",223902,267,243,0,0,2,0,0,1,1,0,0,3,1,0,2,2
"Wellman-Union Cisd",2020-09-20,"Dawson,Gaines,Lynn,Terry",223904,289,281,0,0,4,0,0,0,4,0,2,6,0,0,2,6
"Throckmorton Collegiate
ISD",2020-09-20,"Baylor,Haskell,Shackelford,Throckmorton,Young",224901,108,105,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Woodson ISD",2020-09-20,"Shackelford,Stephens,Throckmorton,Young",224902,157,157,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
"Mount Pleasant ISD",2020-09-20,"Camp,Franklin,Morris,Red River,Titus",225902,5316,4376,0,1,3,2,0,3,3,5,3,26,17,0,21,30
"Chapel Hill ISD",2020-09-20,"Camp,Morris,Titus",225906,996,804,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,2,2
"Harts Bluff ISD",2020-09-20,"Titus",225907,694,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Leadership Public
Schools",2020-09-20,"Tom Green",226801,2872,2223,0,0,5,3,0,3,5,4,6,11,11,0,17,15
"Christoval ISD",2020-09-20,"Irion,Schleicher,Tom Green",226901,568,530,0,0,1,1,0,0,2,0,0,2,1,0,0,3
"San Angelo ISD",2020-09-20,"Irion,Tom Green",226903,14051,9764,NA,NA,NA,NA,NA,NA,NA,4,4,33,11,1,16,35
"Water Valley ISD",2020-09-20,"Coke,Irion,Reagan,Sterling,Tom Green",226905,311,268,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,0,0,4
"Wall ISD",2020-09-20,"Concho,Menard,Schleicher,Tom Green",226906,1257,1205,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,3
"Grape Creek ISD",2020-09-20,"Coke,Tom Green",226907,1085,727,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"Veribest ISD",2020-09-20,"Concho,Tom Green",226908,254,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas At
Austin H S",2020-09-20,"Travis",227506,266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Juvenile Justice
Department",2020-09-20,"Travis",227622,591,591,0,0,6,3,0,0,9,0,0,22,17,0,0,39
"Wayside Schools",2020-09-20,"Travis",227803,2299,456,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,0
"Nyos Charter School",2020-09-20,"Travis",227804,1070,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Empowerment
Academy",2020-09-20,"Travis",227805,352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas
University Charter School",2020-09-20,"Travis",227806,587,188,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,9,3,0
"Chaparral Star Academy",2020-09-20,"Travis",227814,371,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmony Science Academy
(Austin)",2020-09-20,"Travis",227816,4532,288,1,0,0,0,0,1,0,1,0,1,2,0,4,0
"Cedars International
Academy",2020-09-20,"Travis",227817,495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University Of Texas
Elementary Charter
School",2020-09-20,"Travis",227819,264,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kipp Texas Public Schools",2020-09-20,"Travis",227820,31371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Discovery School",2020-09-20,"Travis",227821,436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Promesa Public Schools",2020-09-20,"Travis",227824,921,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Achieve Public
Schools",2020-09-20,"Travis",227825,2168,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montessori For All",2020-09-20,"Travis",227826,435,167,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
"The Excel Center (For
Adults)",2020-09-20,"Travis",227827,589,89,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
"Valor Public Schools",2020-09-20,"Travis",227829,1090,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin ISD",2020-09-20,"Hays,Travis",227901,74909,321,NA,NA,NA,NA,NA,NA,NA,0,0,10,13,0,0,23
"Pflugerville ISD",2020-09-20,"Travis,Williamson",227904,25295,6529,1,0,2,4,0,0,7,7,6,8,20,2,7,32
"Texas Sch For The Blind &
Visually Impaired",2020-09-20,"Travis",227905,124,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Sch For The Deaf",2020-09-20,"Travis",227906,507,194,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"Manor ISD",2020-09-20,"Bastrop,Travis",227907,9207,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eanes ISD",2020-09-20,"Travis",227909,7931,3764,NA,NA,NA,NA,NA,NA,NA,1,1,20,5,0,11,16
"Del Valle ISD",2020-09-20,"Bastrop,Caldwell,Hays,Travis",227910,10618,67,NA,NA,NA,NA,NA,NA,NA,0,0,2,5,0,5,2
"Lago Vista ISD",2020-09-20,"Travis",227912,1591,885,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,0,0,5
"Lake Travis ISD",2020-09-20,"Hays,Travis",227913,10969,7063,0,0,1,0,0,0,1,3,1,6,1,0,8,3
"Groveton ISD",2020-09-20,"Houston,Polk,San Jacinto,Trinity",228901,752,728,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0
"Trinity ISD",2020-09-20,"Houston,Madison,San Jacinto,Trinity,Walker",228903,1189,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centerville ISD",2020-09-20,"Angelina,Polk,Trinity",228904,134,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apple Springs ISD",2020-09-20,"Angelina,Houston,Trinity",228905,195,188,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1
"Colmesneil ISD",2020-09-20,"Angelina,Jasper,Tyler",229901,456,439,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
"Woodville ISD",2020-09-20,"Jasper,Polk,Tyler",229903,1102,999,0,0,5,1,0,6,0,1,1,21,23,11,35,0
"Warren ISD",2020-09-20,"Hardin,Jasper,Polk,Tyler",229904,1240,1120,1,0,0,2,0,0,3,3,0,2,23,0,0,28
"Spurger ISD",2020-09-20,"Jasper,Tyler",229905,357,274,0,0,0,2,0,2,0,0,0,0,3,0,3,0
