District,Date,County,LEA,Total_Enrollment,Approximate_Enrollment,Cases_Weekly_GRADE_EE_3,Cases_Weekly_GRADE_4_6,Cases_Weekly_GRADE_7_12,Cases_Weekly_Staff,Infections_Weekly_On_Campus,Infections_Weekly_Off_Campus,Infections_Weekly_Unknown,Cases_Cumulative_GRADE_EE_3,Cases_Cumulative_GRADE_4_6,Cases_Cumulative_GRADE_7_12,Cases_Cumulative_Staff,Infections_Cumulative_On_Campus,Infections_Cumulative_Off_Campus,Infections_Cumulative_Unknown
"University Of Texas
Elementary Charter
School",10/4/20,Travis,227819,282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kipp Texas Public Schools,10/4/20,Travis,227820,31492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Discovery School,10/4/20,Travis,227821,438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promesa Public Schools,10/4/20,Travis,227824,997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Achieve Public
Schools",10/4/20,Travis,227825,2107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montessori For All,10/4/20,Travis,227826,468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Excel Center (For
Adults)",10/4/20,Travis,227827,490,57.5,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Valor Public Schools,10/4/20,Travis,227829,1080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin ISD,10/4/20,"Hays,Travis",227901,75391,68.79,0,0,1,1,0,0,2,0,0,8,8,0,0,16
Pflugerville ISD,10/4/20,"Travis,Williamson",227904,25918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas Sch For The Blind &
Visually Impaired",10/4/20,Travis,227905,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Sch For The Deaf,10/4/20,Travis,227906,495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manor ISD,10/4/20,"Bastrop,Travis",227907,9083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eanes ISD,10/4/20,Travis,227909,7941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Del Valle ISD,10/4/20,"Bastrop,Caldwell,Hays,Travis",227910,3273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lago Vista ISD,10/4/20,Travis,227912,985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Travis ISD,10/4/20,"Hays,Travis",227913,11014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Groveton ISD,10/4/20,"Houston,Polk,San Jacinto,Trinity",228901,765,695.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinity ISD,10/4/20,"Houston,Madison,San Jacinto,Trinity,Walker",228903,1182,792.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centerville ISD,10/4/20,"Angelina,Polk,Trinity",228904,140,134.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apple Springs ISD,10/4/20,"Angelina,Houston,Trinity",228905,204,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colmesneil ISD,10/4/20,"Angelina,Jasper,Tyler",229901,456,364.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodville ISD,10/4/20,"Jasper,Polk,Tyler",229903,1210,1036.02,NA,NA,NA,NA,NA,NA,NA,1,1,13,20,11,24,0
Warren ISD,10/4/20,"Hardin,Jasper,Polk,Tyler",229904,1252,996.66,NA,NA,NA,NA,NA,NA,NA,0,0,2,20,0,0,22
Spurger ISD,10/4/20,"Jasper,Tyler",229905,328,55.55,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Chester ISD,10/4/20,"Angelina,Polk,Tyler",229906,208,81.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big Sandy ISD,10/4/20,"Gregg,Smith,Upshur,Wood",230901,617,503.05,0,0,0,1,0,1,0,0,2,7,4,0,4,9
Gilmer ISD,10/4/20,"Camp,Gregg,Upshur",230902,2551,2147.99,2,0,1,0,0,2,1,5,1,30,11,14,8,25
Ore City ISD,10/4/20,"Harrison,Marion,Morris,Upshur",230903,888,675.52,0,1,3,1,0,2,3,1,1,3,1,0,3,3
Union Hill ISD,10/4/20,"Camp,Upshur,Wood",230904,321,205.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harmony ISD,10/4/20,"Upshur,Wood",230905,1046,919.23,0,0,0,1,0,1,0,1,0,0,1,0,2,0
New Diana ISD,10/4/20,"Gregg,Harrison,Upshur",230906,1177,1055.93,0,0,5,0,0,2,3,0,1,10,3,0,10,4
Union Grove ISD,10/4/20,"Gregg,Upshur",230908,713,652.26,NA,NA,NA,NA,NA,NA,NA,0,0,15,4,0,7,12
Mccamey ISD,10/4/20,"Crane,Crockett,Upton",231901,520,438.25,0,0,1,1,0,1,1,0,0,2,1,0,2,1
Rankin ISD,10/4/20,"Crane,Crockett,Ector,Midland,Reagan,Upton",231902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Knippa ISD,10/4/20,Uvalde,232901,460,331.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sabinal ISD,10/4/20,"Frio,Medina,Uvalde,Zavala",232902,416,252.83,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Uvalde Cisd,10/4/20,"Frio,Kinney,Maverick,Medina,Real,Uvalde,Zavala",232903,4070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utopia ISD,10/4/20,"Bandera,Kerr,Medina,Real,Uvalde",232904,220,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Felipe-Del Rio Cisd,10/4/20,"Edwards,Kinney,Sutton,Val Verde",233901,9511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comstock ISD,10/4/20,"Crockett,Sutton,Terrell,Val Verde",233903,228,159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranch Academy,10/4/20,Van Zandt,234801,60,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canton ISD,10/4/20,"Henderson,Kaufman,Van Zandt",234902,2172,1859.7,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0,6
Edgewood ISD,10/4/20,"Rains,Van Zandt",234903,953,792.22,0,0,0,1,0,1,0,0,0,0,11,0,8,3
Grand Saline ISD,10/4/20,"Rains,Smith,Van Zandt,Wood",234904,1110,931.07,NA,NA,NA,NA,NA,NA,NA,0,2,7,9,1,7,10
Martins Mill ISD,10/4/20,"Henderson,Van Zandt",234905,458,420.1,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
Van ISD,10/4/20,"Henderson,Smith,Van Zandt,Wood",234906,2358,1820,0,0,1,1,0,0,2,0,0,2,4,0,0,6
Wills Point ISD,10/4/20,"Hunt,Kaufman,Rains,Van Zandt",234907,455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fruitvale ISD,10/4/20,"Rains,Van Zandt",234909,412,372.64,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0
Bloomington ISD,10/4/20,"Calhoun,Jackson,Victoria",235901,804,397.57,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,3,4
Victoria ISD,10/4/20,"DeWitt,Goliad,Jackson,Lavaca,Refugio,Victoria",235902,12884,128.37,0,1,7,1,0,6,3,6,5,18,11,0,29,11
Nursery ISD,10/4/20,"DeWitt,Victoria",235904,154,124.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raven School,10/4/20,Walker,236801,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Houston State
University Charter School",10/4/20,Walker,236802,380,224.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Waverly ISD,10/4/20,"Montgomery,San Jacinto,Walker",236901,1017,772.58,0,0,0,1,0,1,0,1,1,19,6,0,5,22
Huntsville ISD,10/4/20,"Grimes,Houston,Madison,Montgomery,San Jacinto,Trinity,Walker",236902,160,57.6,0,0,1,2,0,2,1,2,3,16,20,3,22,16
Windham School District,10/4/20,Walker,236903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hempstead ISD,10/4/20,"Austin,Grimes,Waller,Washington",237902,367,168.82,0,0,1,0,0,0,1,0,0,10,13,2,12,9
Waller ISD,10/4/20,"Grimes,Harris,Montgomery,Waller",237904,7660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royal ISD,10/4/20,"Austin,Fort Bend,Harris,Waller",237905,2452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monahans-Wickett-Pyote
ISD",10/4/20,"Crane,Ector,Loving,Reeves,Ward,Winkler",238902,NA,NA,0,0,2,1,0,1,2,0,2,2,10,3,8,3
Grandfalls-Royalty ISD,10/4/20,"Crane,Pecos,Reeves,Ward",238904,170,163.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenham ISD,10/4/20,"Austin,Brazos,Burleson,Grimes,Waller,Washington",239901,4854,3719.2,0,1,0,3,0,0,4,0,1,1,3,0,1,4
Burton ISD,10/4/20,"Austin,Burleson,Fayette,Lee,Washington",239903,485,402.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas A&M International
University ISD",10/4/20,Webb,240503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triumph Public High
Schools-Laredo",10/4/20,Webb,240801,191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laredo ISD,10/4/20,Webb,240901,NA,NA,0,1,0,5,0,6,0,0,1,0,26,0,27,0
United ISD,10/4/20,"Dimmit,Duval,La Salle,Maverick,McMullen,Webb,Zapata",240903,41883,72.2251,0,0,0,12,1,5,6,1,0,3,52,2,34,20
Webb Cisd,10/4/20,"Duval,Jim Hogg,Webb,Zapata",240904,273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boling ISD,10/4/20,"Brazoria,Fort Bend,Matagorda,Wharton",241901,1079,808.98,0,0,0,1,0,1,0,0,0,3,1,0,4,0
East Bernard ISD,10/4/20,"Austin,Colorado,Fort Bend,Wharton",241902,914,840.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Campo ISD,10/4/20,"Colorado,Jackson,Matagorda,Wharton",241903,3495,2451.56,0,2,3,3,0,6,2,3,7,11,6,0,11,16
Wharton ISD,10/4/20,"Matagorda,Wharton",241904,475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louise ISD,10/4/20,"Jackson,Matagorda,Wharton",241906,503,357.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shamrock ISD,10/4/20,"Collingsworth,Wheeler",242902,189,173.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wheeler ISD,10/4/20,"Gray,Wheeler",242903,426,417.48,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,2
Kelton ISD,10/4/20,Wheeler,242905,105,99.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fort Elliott Cisd,10/4/20,"Gray,Hemphill,Roberts,Wheeler",242906,147,142.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkburnett ISD,10/4/20,"Clay,Wichita",243901,3191,2446.31,0,1,0,0,0,1,0,0,2,1,1,0,3,1
Electra ISD,10/4/20,"Archer,Wichita,Wilbarger",243902,441,374.18,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,2
Iowa Park Cisd,10/4/20,"Archer,Baylor,Wichita",243903,1912,1679.18,0,0,5,1,0,1,5,2,4,15,4,0,16,9
Wichita Falls ISD,10/4/20,"Archer,Clay,Wichita",243905,13155,8966.63,3,3,12,4,4,14,4,14,8,34,26,12,63,7
City View ISD,10/4/20,Wichita,243906,1062,877.85,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
Harrold ISD,10/4/20,"Archer,Baylor,Wichita,Wilbarger",244901,104,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vernon ISD,10/4/20,"Baylor,Foard,Hardeman,Wilbarger",244903,1853,1577.9,NA,NA,NA,NA,NA,NA,NA,1,6,2,2,0,11,0
Northside ISD,10/4/20,Wilbarger,244905,241,236.18,0,0,1,0,0,1,0,1,0,1,0,0,2,0
Lasara ISD,10/4/20,"Hidalgo,Willacy",245901,307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyford Cisd,10/4/20,"Cameron,Hidalgo,Willacy",245902,1364,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymondville ISD,10/4/20,"Hidalgo,Kenedy,Willacy",245903,2005,105.96,0,0,0,1,0,0,1,0,0,1,12,0,0,13
San Perlita ISD,10/4/20,"Kenedy,Willacy",245904,213,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meridian World School Llc,10/4/20,Williamson,246801,1693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwater Montessori
School",10/4/20,Williamson,246802,350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence ISD,10/4/20,"Bell,Burnet,Williamson",246902,1074,732.51,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
Georgetown ISD,10/4/20,Williamson,246904,11678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granger ISD,10/4/20,"Milam,Williamson",246905,445,320.4,0,0,0,1,1,0,0,0,0,0,2,1,0,1
Hutto ISD,10/4/20,"Travis,Williamson",246906,8246,9.6265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrell ISD,10/4/20,"Bell,Williamson",246907,1543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberty Hill ISD,10/4/20,"Burnet,Travis,Williamson",246908,1500,975,0,0,1,1,0,0,2,0,1,1,2,0,0,4
Round Rock ISD,10/4/20,"Travis,Williamson",246909,46998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor ISD,10/4/20,"Travis,Williamson",246911,2778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thrall ISD,10/4/20,"Lee,Milam,Williamson",246912,765,589.42,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,1,2
Leander ISD,10/4/20,"Burnet,Travis,Williamson",246913,40535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coupland ISD,10/4/20,"Bastrop,Lee,Travis,Williamson",246914,172,132.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Floresville ISD,10/4/20,"Atascosa,Bexar,Wilson",247901,3939,2283.45,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,0,2,3
La Vernia ISD,10/4/20,"Bexar,Guadalupe,Wilson",247903,3182,2447.48,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0
Poth ISD,10/4/20,"Atascosa,Karnes,Wilson",247904,829,735.12,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,0
Stockdale ISD,10/4/20,"Guadalupe,Karnes,Wilson",247906,759,593.83,0,1,2,0,0,2,1,0,1,2,0,0,2,1
Kermit ISD,10/4/20,"Andrews,Ector,Winkler",248901,1213,860.61,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
Wink-Loving ISD,10/4/20,"Ector,Loving,Reeves,Ward,Winkler",248902,385,348.81,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0
Alvord ISD,10/4/20,"Montague,Wise",249901,213,198.09,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,2,1
Boyd ISD,10/4/20,Wise,249902,1259,1070.15,0,0,6,2,0,0,8,0,0,6,3,0,0,9
Bridgeport ISD,10/4/20,"Jack,Wise",249903,2045,1402.02,0,0,1,0,0,1,0,0,1,1,0,0,2,0
Chico ISD,10/4/20,"Jack,Montague,Wise",249904,597,531.05,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2,0
Decatur ISD,10/4/20,"Denton,Wise",249905,3339,2737.41,NA,NA,NA,NA,NA,NA,NA,1,0,4,1,0,6,0
Paradise ISD,10/4/20,Wise,249906,1207,1078.05,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,1,1
Slidell ISD,10/4/20,"Cooke,Denton,Montague,Wise",249908,335,301.5,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
Hawkins ISD,10/4/20,"Smith,Wood",250902,683,579.34,0,0,0,1,0,1,0,0,0,0,1,0,1,0
Mineola ISD,10/4/20,"Smith,Wood",250903,1581,1251.42,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,5,1
Quitman ISD,10/4/20,"Hopkins,Wood",250904,1149,978.96,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,1,3
Yantis ISD,10/4/20,"Hopkins,Rains,Wood",250905,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,2,0
Alba-Golden ISD,10/4/20,"Rains,Smith,Van Zandt,Wood",250906,853,737.71,0,0,1,0,0,0,1,1,0,3,1,0,1,4
Winnsboro ISD,10/4/20,"Camp,Franklin,Hopkins,Wood",250907,1480,1271.32,NA,NA,NA,NA,NA,NA,NA,1,3,7,3,0,3,11
Denver City ISD,10/4/20,"Gaines,Terry,Yoakum",251901,1592,1443.01,0,1,1,1,0,2,1,2,2,14,6,5,17,2
Plains ISD,10/4/20,"Cochran,Hockley,Terry,Yoakum",251902,410,358.85,0,0,1,1,0,0,2,0,0,1,1,0,0,2
Graham ISD,10/4/20,"Archer,Jack,Palo Pinto,Stephens,Throckmorton,Young",252901,2276,2025.22,2,0,6,2,0,0,10,2,0,44,8,0,1,53
Newcastle ISD,10/4/20,"Throckmorton,Young",252902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olney ISD,10/4/20,"Archer,Baylor,Throckmorton,Young",252903,678,568.03,0,0,0,3,0,0,3,0,0,0,5,0,2,3
Zapata County ISD,10/4/20,"Jim Hogg,Starr,Webb,Zapata",253901,3474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crystal City ISD,10/4/20,"Dimmit,Frio,Maverick,Zavala",254901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
La Pryor ISD,10/4/20,"Kinney,Maverick,Uvalde,Zavala",254902,519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
